,Model,Best_model_params,RMSE,R2,Top_20_genes_pc1
BRD6340,CatBoostRegressor,"{'depth': 4, 'iterations': 300, 'learning_rate': 0.01}",0.626426022537679,0.03912995096843708,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT14', 'KRT6A', 'KRT18', 'KRT8']"
BRD8899,RandomForestRegressor,"{'max_depth': 3, 'n_estimators': 200}",0.936787954428288,0.0010777407721372922,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT8', 'KRT18', 'KRT5', 'LCN2', 'AC107016.1']"
BRD8958,ElasticNet,"{'alpha': 1.0, 'l1_ratio': 0.5}",1.1289468065272539,-0.14755706740231234,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT19', 'AC107016.2', 'KRT14', 'KRT6A', 'KRT18', 'KRT8']"
BRD9647,GradientBoostingRegressor,"{'learning_rate': 0.01, 'n_estimators': 100}",0.8644398526508232,-0.001229831205951104,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT8', 'KRT18', 'KRT5', 'AC107016.1', 'MT-TS1']"
BRD9876,SVR,"{'C': 0.1, 'kernel': 'rbf'}",1.902927452515277,0.01524633352371585,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'AC107016.2', 'KRT19', 'KRT5', 'KRT14', 'KRT8', 'KRT18', 'KRT6A']"
BRD9876:MK-1775 (4:1 mol/mol),KNeighborsRegressor,{'n_neighbors': 9},1.2136033605148548,0.019813545714858605,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND3', 'MT-ND6', 'MT-ND1', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'MT-TS1', 'S100A9', 'KRT17', 'AC107016.2', 'S100A7', 'KRT8', 'PI3', 'KRT18']"
BYL-719,CatBoostRegressor,"{'depth': 6, 'iterations': 200, 'learning_rate': 0.01}",1.5421438809318844,0.060849390980961315,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'AC107016.2', 'KRT14', 'KRT5', 'KRT19', 'KRT6A', 'KRT18', 'KRT8']"
Bax channel blocker,CatBoostRegressor,"{'depth': 8, 'iterations': 100, 'learning_rate': 0.05}",0.7614430084264558,0.04955786871750645,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT14', 'KRT19', 'KRT6A', 'AC107016.2', 'MT-TS1', 'KRT8']"
C6-ceramide,ElasticNet,"{'alpha': 0.1, 'l1_ratio': 0.9}",1.0991155047257246,-0.045470229373507864,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'AC107016.2', 'KRT14', 'KRT6A', 'KRT18', 'KRT8']"
CAL-101,CatBoostRegressor,"{'depth': 4, 'iterations': 300, 'learning_rate': 0.01}",1.180773656337048,-0.015325409171213611,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'FTH1', 'KRT5', 'KRT8', 'KRT18', 'KRT14']"
CAY10576,Ridge,{'alpha': 1000.0},1.0034369960735452,-0.5079062640317982,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT18', 'KRT8', 'KRT17', 'KRT5', 'KRT6A', 'KRT14']"
CAY10594,LinearRegression,{'fit_intercept': True},0.7916011650781941,0.019676275486887662,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'AC107016.2', 'KRT14', 'KRT6A', 'KRT18', 'KRT8']"
CAY10618,Ridge,{'alpha': 100.0},2.825318709206141,0.05405475114964786,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT18', 'KRT8', 'KRT5', 'KRT6A', 'KRT14']"
CBB-1007,KNeighborsRegressor,{'n_neighbors': 9},0.8826350172931123,-0.04563629950965109,"['MT-CO2', 'MT-CO1', 'MT-CYB', 'MT-ND2', 'MT-RNR2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT14', 'KRT6A', 'KRT17', 'KRT19', 'AC107016.2', 'KRT18', 'KRT8']"
CCT036477,CatBoostRegressor,"{'depth': 4, 'iterations': 100, 'learning_rate': 0.05}",0.8146454554403667,0.1401539735374674,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT18', 'FTH1', 'KRT17', 'MT-TS1', 'KRT5']"
CD-1530,LinearRegression,{'fit_intercept': True},1.4168737614406464,0.014480188620567103,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT6A', 'KRT14', 'KRT19', 'AC107016.2', 'LCN2', 'S100A9']"
CD-437,Ridge,{'alpha': 100.0},1.4487996148704134,0.13695685145555758,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT18', 'KRT8', 'FTH1', 'MT-TS1', 'LCN2']"
CHIR-99021,RandomForestRegressor,"{'max_depth': 5, 'n_estimators': 200}",1.2587777561847906,0.10725319126898636,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT18', 'KRT8', 'KRT5', 'KRT6A', 'AC107016.1']"
CHM-1,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3}",1.275950575370586,0.26986683761397967,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT5', 'KRT17', 'KRT14', 'AC107016.2', 'KRT19', 'KRT18', 'KRT6A', 'KRT8']"
CI-976,Ridge,{'alpha': 1000.0},1.1494028404565313,0.0022953836282791906,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT18', 'AC107016.1', 'FTH1', 'KRT5', 'KRT17']"
CID-5951923,SVR,"{'C': 0.001, 'kernel': 'poly'}",0.8897994488350524,-0.17107937391787975,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'AC107016.2', 'KRT19', 'KRT5', 'KRT8', 'KRT18', 'KRT6A', 'KRT14']"
CIL41,ElasticNet,"{'alpha': 0.1, 'l1_ratio': 0.5}",1.0728239974294265,-0.007809769339355732,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT19', 'KRT17', 'AC107016.2', 'FTH1', 'KRT8', 'LCN2', 'MTND1P23']"
CIL55,ElasticNet,"{'alpha': 1.0, 'l1_ratio': 0.1}",0.6871749629540568,-0.7666565396407121,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-ND1', 'MT-CYB', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT19', 'KRT17', 'LCN2', 'MTND1P23', 'RP5-857K21.7', 'KRT14', 'SPINT2']"
CIL55A,ElasticNet,"{'alpha': 0.1, 'l1_ratio': 0.9}",0.9319318549611634,-0.0034214727126311573,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'FTH1', 'AC107016.2', 'KRT14', 'KRT19', 'KRT8', 'KRT18']"
CIL56,SGDRegressor,{'alpha': 0.0001},1.5125733804064259,0.10336227845634383,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'FTH1', 'KRT19', 'KRT17', 'KRT5', 'AC107016.2', 'KRT8', 'LCN2', 'MTND1P23']"
CIL70,PLSRegression,{'n_components': 2},1.2039439884836673,0.1515711863347462,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT5', 'KRT19', 'KRT8', 'KRT18', 'KRT17', 'LCN2', 'KRT14']"
COL-3,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",1.170849299033197,0.22334043382763447,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'AC107016.2', 'KRT6A', 'KRT14', 'KRT8', 'FTH1']"
CR-1-31B,ExtraTreesRegressor,{'n_estimators': 200},2.2204675936371867,0.27758888287537686,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'AC107016.2', 'KRT19', 'KRT6A', 'KRT8', 'KRT18', 'KRT14']"
Ch-55,SGDRegressor,{'alpha': 0.0001},1.928657975522573,0.11189609028191583,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'KRT5', 'AC107016.2', 'FTH1', 'LCN2', 'KRT6A', 'KRT8']"
Compound 1541A,BayesianRidge,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",0.8574552886273165,0.013342502142830726,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT8', 'KRT18', 'KRT17', 'KRT5', 'KRT14', 'AC107016.1']"
Compound 23 citrate,ExtraTreesRegressor,{'n_estimators': 200},0.8029592961111307,0.32704070065900337,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT17', 'KRT5', 'KRT18', 'KRT14', 'KRT6A']"
Compound 7d-cis,HuberRegressor,{'epsilon': 1.35},1.0829019632096755,0.22004154598954306,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT18', 'KRT8', 'KRT17', 'AC107016.1', 'KRT5', 'KRT6A']"
DBeQ,DecisionTreeRegressor,{'max_depth': 3},1.1046127167636464,0.028893779344058124,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT18', 'KRT8', 'KRT5', 'KRT6A', 'LCN2']"
ELCPK,OrthogonalMatchingPursuit,{'n_nonzero_coefs': 10},1.1473883510855676,0.12286631064701048,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'AC107016.2', 'KRT8', 'KRT19', 'KRT18', 'CTD-2328D6.1', 'MTND1P23', 'FTH1', 'KRT17']"
ETP-46464,OrthogonalMatchingPursuit,{'n_nonzero_coefs': 10},1.4203945502753357,0.08776296488036839,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT14', 'KRT17', 'KRT5', 'KRT6A', 'AC107016.2', 'FTH1', 'KRT19', 'KRT8']"
EX-527,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",1.1385227555526758,-0.006845270450788199,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT8', 'KRT6A', 'KRT18', 'KRT14']"
FGIN-1-27,OrthogonalMatchingPursuit,{'n_nonzero_coefs': 10},0.5919818474574009,0.19044100584366097,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'RP5-857K21.7', 'KRT19', 'MTND1P23', 'MT-TS1', 'GSTP1', 'CD24P4', 'ALDH1A1', 'LCN2']"
FQI-1,RandomForestRegressor,{'n_estimators': 200},1.1510859223280236,0.20839367121773467,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'FTH1', 'KRT5', 'KRT17', 'KRT19', 'KRT14', 'S100A11', 'AC107016.2', 'LCN2']"
FQI-2,OrthogonalMatchingPursuit,{'n_nonzero_coefs': 10},1.6014068879336372,0.2625059613472208,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT8', 'KRT18', 'KRT5', 'FTH1', 'LCN2']"
FSC231,QuantileRegressor,{'alpha': 1.0},0.6363270684637746,-0.02749771593250183,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT14', 'MTND1P23', 'KRT17', 'KRT19', 'MT-TS1', 'LCN2', 'KRT6A']"
GANT-61,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",1.0661176944062705,0.018411746929053563,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT5', 'KRT6A', 'KRT18', 'LCN2', 'KRT8']"
GDC-0879,ExtraTreesRegressor,{'n_estimators': 200},1.3117870976356882,0.11240366512878064,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'AC107016.2', 'KRT5', 'KRT19', 'KRT17', 'KRT8', 'KRT18', 'FTH1', 'KRT6A']"
GDC-0941,OrthogonalMatchingPursuit,{'n_nonzero_coefs': 10},1.6141066004191358,0.12031892940565325,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT8', 'KRT18', 'KRT6A', 'LCN2', 'KRT5']"
GMX-1778,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",2.07487354403369,0.17982223279152365,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT18', 'KRT5', 'KRT8', 'LCN2', 'KRT14']"
GSK-3 inhibitor IX,SVR,"{'C': 0.1, 'kernel': 'linear'}",1.4524109366183635,0.02052337952020744,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'KRT6A', 'AC107016.2', 'KRT14', 'KRT18', 'KRT8']"
GSK-J4,SVR,"{'C': 1.0, 'kernel': 'linear'}",1.0685590576300013,0.6531435913468027,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND3', 'MT-ND2', 'MT-ND6', 'MT-ND5', 'MT-ND1', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'MT-TS1', 'S100A9', 'KRT17', 'AC107016.2', 'KRT8', 'S100A7', 'KRT18', 'KRT19']"
GSK1059615,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",1.3469365528202573,0.010523676522985803,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT18', 'KRT5', 'KRT14', 'AC107016.1', 'FTH1']"
GSK2636771,RandomForestRegressor,{'n_estimators': 200},1.2815879485947332,0.017344310072783364,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT14', 'KRT6A', 'KRT19', 'LCN2', 'AC107016.2', 'S100A9']"
GSK4112,DecisionTreeRegressor,{'max_depth': 3},0.8087543739462436,0.011801442528976747,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'AC107016.2', 'KRT14', 'KRT6A', 'FTH1', 'KRT18']"
GSK461364,AdaBoostRegressor,{'n_estimators': 100},2.861717997888541,0.2833385682059726,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT18', 'KRT5', 'KRT8', 'KRT14', 'LCN2']"
GSK525762A,GradientBoostingRegressor,{'n_estimators': 100},1.6492213113633645,0.2960353600701444,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT5', 'KRT18', 'KRT14', 'KRT6A', 'KRT8']"
GW-405833,HuberRegressor,{'epsilon': 1.35},0.7856251274479552,0.19151786732177045,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'KRT5', 'AC107016.2', 'KRT18', 'KRT6A', 'KRT8', 'FTH1']"
GW-843682X,PLSRegression,{'n_components': 2},1.748563615407715,0.25400447919571656,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT6A', 'KRT18', 'KRT14', 'MT-TS1']"
HBX-41108,BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",1.2720445652398455,0.01781719966381068,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT14', 'KRT5', 'FTH1', 'KRT6A', 'KRT8']"
HC-067047,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",1.009694357737276,0.01336040456325438,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'AC107016.2', 'KRT6A', 'KRT8', 'KRT14', 'KRT18']"
HLI 373,HuberRegressor,{'epsilon': 1.35},0.7764578783378894,0.14706459773828573,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT19', 'KRT14', 'KRT6A', 'AC107016.2', 'KRT18', 'KRT8']"
I-BET151,ExtraTreesRegressor,{'n_estimators': 200},1.7519712568764738,0.29738444368483874,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT8', 'KRT18', 'AC107016.1', 'KRT5', 'LCN2']"
IC-87114,ElasticNet,{'alpha': 0.1},1.0865491363678603,0.007103499611593289,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT14', 'KRT8', 'KRT18', 'KRT6A']"
IPR-456,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",0.8887393634894111,0.004679688871140675,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT5', 'KRT8', 'KRT18', 'KRT6A', 'KRT14']"
ISOX,ExtraTreesRegressor,{'n_estimators': 200},1.0309257639937388,0.25321211127963006,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'KRT6A', 'KRT14', 'KRT18', 'KRT8']"
